Timestamp,CPU Usage System Wide (%),Swap Memory Total (bytes),Swap Memory Used (bytes),Swap Memory Free (bytes),Swap Memory Percentage (%),Individual CPU Usage (%),Virtual Memory Total (bytes),Virtual Memory Available (bytes),Virtual Memory Percentage (%),Virtual Memory Used (bytes),Virtual Memory Free (bytes),Virtual Memory Active (bytes),Virtual Memory Buffer (bytes),Virtual Memory Cache (bytes),Virtual Memory Shared (bytes)
2024-03-28 15:13:10,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 78.7, 13.0]",8197910528,3980328960,51.4,3416887296,436940800,3935940608,550772736,3793309696,489164800
2024-03-28 15:13:10,5.0,2147479552,1048576,2146430976,0.0,"[14.3, 19.0, 5.3, 5.0]",8197910528,3984887808,51.4,3413078016,440295424,3924217856,550772736,3793764352,489164800
2024-03-28 15:13:10,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 10.5, 0.0, 0.0]",8197910528,3984887808,51.4,3413078016,440295424,3924242432,550772736,3793764352,489164800
2024-03-28 15:13:11,12.2,2147479552,1048576,2146430976,0.0,"[5.3, 19.0, 21.1, 0.0]",8197910528,3997925376,51.2,3400069120,453128192,3923521536,550772736,3793940480,489164800
2024-03-28 15:13:11,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 14.3, 0.0, 0.0]",8197910528,3997982720,51.2,3399983104,453128192,3923415040,550772736,3794026496,489164800
2024-03-28 15:13:11,2.6,2147479552,1048576,2146430976,0.0,"[5.0, 10.0, 0.0, 0.0]",8197910528,3998228480,51.2,3399720960,453128192,3923435520,550772736,3794288640,489164800
2024-03-28 15:13:11,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 15.0, 0.0, 0.0]",8197910528,3997999104,51.2,3399950336,452898816,3923447808,550772736,3794288640,489164800
2024-03-28 15:13:11,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 10.0, 0.0, 0.0]",8197910528,3997999104,51.2,3399950336,452898816,3923447808,550772736,3794288640,489164800
2024-03-28 15:13:12,15.0,2147479552,1048576,2146430976,0.0,"[5.3, 19.0, 10.5, 0.0]",8197910528,3998040064,51.2,3399946240,452640768,3923632128,550772736,3794550784,489164800
2024-03-28 15:13:12,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 5.0, 14.3]",8197910528,3998048256,51.2,3399946240,452640768,3923845120,550772736,3794550784,489164800
2024-03-28 15:13:12,7.9,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 21.1]",8197910528,3998224384,51.2,3399770112,452640768,3923148800,550772736,3794726912,489164800
2024-03-28 15:13:12,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 14.3, 0.0, 0.0]",8197910528,3998294016,51.2,3399684096,452640768,3923087360,550772736,3794812928,489164800
2024-03-28 15:13:12,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.0]",8197910528,3998539776,51.2,3399421952,452640768,3923087360,550772736,3795075072,489164800
2024-03-28 15:13:13,7.5,2147479552,1048576,2146430976,0.0,"[14.3, 0.0, 0.0, 0.0]",8197910528,3998539776,51.2,3399421952,452640768,3923087360,550772736,3795075072,489164800
2024-03-28 15:13:13,2.6,2147479552,1048576,2146430976,0.0,"[15.0, 0.0, 0.0, 0.0]",8197910528,3998781440,51.2,3399159808,452640768,3922944000,550772736,3795337216,489164800
2024-03-28 15:13:13,2.6,2147479552,1048576,2146430976,0.0,"[14.3, 0.0, 0.0, 0.0]",8197910528,3998781440,51.2,3399159808,452640768,3922944000,550772736,3795337216,489164800
2024-03-28 15:13:13,2.6,2147479552,1048576,2146430976,0.0,"[10.0, 0.0, 5.0, 0.0]",8197910528,3998957568,51.2,3398983680,452640768,3922726912,550772736,3795513344,489164800
2024-03-28 15:13:13,2.6,2147479552,1048576,2146430976,0.0,"[5.0, 0.0, 0.0, 5.3]",8197910528,3998957568,51.2,3398983680,452640768,3922726912,550772736,3795513344,489164800
2024-03-28 15:13:14,2.6,2147479552,1048576,2146430976,0.0,"[5.0, 5.0, 0.0, 20.0]",8197910528,3999133696,51.2,3398807552,452640768,3922755584,550772736,3795689472,489164800
2024-03-28 15:13:14,5.0,2147479552,1048576,2146430976,0.0,"[4.8, 0.0, 0.0, 15.0]",8197910528,3999133696,51.2,3398807552,452640768,3922763776,550772736,3795689472,489164800
2024-03-28 15:13:14,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.0]",8197910528,3999309824,51.2,3398631424,452640768,3922763776,550772736,3795865600,489164800
2024-03-28 15:13:14,2.5,2147479552,1048576,2146430976,0.0,"[10.0, 0.0, 4.8, 5.0]",8197910528,3999604736,51.2,3398373376,452640768,3922833408,550772736,3796123648,489164800
2024-03-28 15:13:14,5.0,2147479552,1048576,2146430976,0.0,"[9.5, 0.0, 0.0, 0.0]",8197910528,3999780864,51.2,3398197248,452640768,3922833408,550772736,3796299776,489164800
2024-03-28 15:13:15,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 14.3, 0.0, 0.0]",8197910528,3999780864,51.2,3398197248,452640768,3922833408,550772736,3796299776,489164800
2024-03-28 15:13:15,10.3,2147479552,1048576,2146430976,0.0,"[5.0, 10.0, 5.6, 10.0]",8197910528,3998482432,51.2,3399475200,451092480,3923570688,550780928,3796561920,489164800
2024-03-28 15:13:15,5.1,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 20.0]",8197910528,3998482432,51.2,3399475200,451092480,3923570688,550780928,3796561920,489164800
2024-03-28 15:13:15,2.6,2147479552,1048576,2146430976,0.0,"[4.8, 5.0, 0.0, 10.0]",8197910528,3998674944,51.2,3399282688,451092480,3923628032,550780928,3796754432,489164800
2024-03-28 15:13:15,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 10.0]",8197910528,3998789632,51.2,3399196672,451092480,3923628032,550780928,3796840448,489164800
2024-03-28 15:13:16,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 0.0]",8197910528,3999010816,51.2,3398934528,451092480,3923652608,550780928,3797102592,489164800
2024-03-28 15:13:16,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 4.8, 10.0, 5.3]",8197910528,3998793728,51.2,3399192576,450834432,3923398656,550780928,3797102592,489164800
2024-03-28 15:13:16,7.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.5, 10.0]",8197910528,3997503488,51.2,3400482816,449544192,3924557824,550780928,3797102592,489164800
2024-03-28 15:13:16,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 18.2, 0.0]",8197910528,3997773824,51.2,3400220672,449544192,3924738048,550780928,3797364736,489164800
2024-03-28 15:13:16,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 4.8, 5.3, 0.0]",8197910528,3997773824,51.2,3400220672,449544192,3924779008,550780928,3797364736,489164800
2024-03-28 15:13:17,7.9,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 15.0, 10.0]",8197910528,3997519872,51.2,3400474624,449028096,3924783104,550780928,3797626880,489164800
2024-03-28 15:13:17,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 14.3]",8197910528,3997519872,51.2,3400474624,449028096,3924783104,550780928,3797626880,489164800
2024-03-28 15:13:17,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.5]",8197910528,3997523968,51.2,3400470528,448770048,3924799488,550780928,3797889024,489164800
2024-03-28 15:13:17,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 15.0, 0.0, 0.0]",8197910528,3997523968,51.2,3400470528,448770048,3924803584,550780928,3797889024,489164800
2024-03-28 15:13:17,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 14.3, 0.0, 5.3]",8197910528,3997700096,51.2,3400294400,448770048,3924811776,550780928,3798065152,489164800
2024-03-28 15:13:18,4.9,2147479552,1048576,2146430976,0.0,"[0.0, 10.5, 0.0, 0.0]",8197910528,3997700096,51.2,3400294400,448770048,3924819968,550780928,3798065152,489164800
2024-03-28 15:13:18,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 14.3, 0.0, 0.0]",8197910528,3997618176,51.2,3400376320,448512000,3924877312,550780928,3798241280,489164800
2024-03-28 15:13:18,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 5.0, 0.0, 10.0]",8197910528,3997532160,51.2,3400462336,448253952,3924996096,550780928,3798413312,489164800
2024-03-28 15:13:18,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.5, 10.0]",8197910528,3997536256,51.2,3400458240,447995904,3925073920,550780928,3798675456,489164800
2024-03-28 15:13:18,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.5]",8197910528,3997536256,51.2,3400458240,447995904,3925082112,550780928,3798675456,489164800
2024-03-28 15:13:19,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 14.3]",8197910528,3997523968,51.2,3400454144,447737856,3925086208,550780928,3798937600,489164800
2024-03-28 15:13:19,5.0,2147479552,1048576,2146430976,0.0,"[4.8, 0.0, 0.0, 10.5]",8197910528,3997523968,51.2,3400454144,447737856,3925159936,550780928,3798937600,489164800
2024-03-28 15:13:19,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 14.3]",8197910528,3997503488,51.2,3400441856,447479808,3925184512,550780928,3799207936,489164800
2024-03-28 15:13:19,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 0.0]",8197910528,3997544448,51.2,3400441856,447479808,3925204992,550780928,3799207936,489164800
2024-03-28 15:13:19,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 5.0]",8197910528,3997720576,51.2,3400265728,447479808,3925204992,550780928,3799384064,489164800
2024-03-28 15:13:20,10.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 15.0, 5.0]",8197910528,3997720576,51.2,3400265728,447479808,3925204992,550780928,3799384064,489164800
2024-03-28 15:13:20,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 15.0]",8197910528,3997700096,51.2,3400261632,447221760,3925213184,550785024,3799642112,489164800
2024-03-28 15:13:20,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 0.0]",8197910528,3997700096,51.2,3400261632,447221760,3925213184,550785024,3799642112,489164800
2024-03-28 15:13:20,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.5, 0.0]",8197910528,3998035968,51.2,3399909376,447221760,3925303296,550785024,3799994368,489164800
2024-03-28 15:13:20,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 0.0]",8197910528,3998035968,51.2,3399909376,447221760,3925323776,550785024,3799994368,489164800
2024-03-28 15:13:21,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 5.0]",8197910528,3998281728,51.2,3399647232,447221760,3925327872,550785024,3800256512,489164800
2024-03-28 15:13:21,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 0.0]",8197910528,3998306304,51.2,3399647232,447221760,3925364736,550785024,3800256512,489164800
2024-03-28 15:13:21,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 0.0]",8197910528,3998343168,51.2,3399647232,447221760,3924770816,550785024,3800256512,489164800
2024-03-28 15:13:21,5.0,2147479552,1048576,2146430976,0.0,"[4.8, 0.0, 20.0, 10.0]",8197910528,3998588928,51.2,3399385088,447221760,3924791296,550785024,3800518656,489164800
2024-03-28 15:13:21,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 4.8, 10.0, 0.0]",8197910528,3998588928,51.2,3399385088,447221760,3924799488,550785024,3800518656,489164800
2024-03-28 15:13:22,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 0.0]",8197910528,3998822400,51.2,3399122944,447221760,3924828160,550785024,3800780800,489164800
2024-03-28 15:13:22,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 0.0]",8197910528,3998822400,51.2,3399122944,447221760,3924828160,550785024,3800780800,489164800
2024-03-28 15:13:22,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.0, 5.0]",8197910528,3999121408,51.2,3398860800,447221760,3924897792,550785024,3801042944,489164800
2024-03-28 15:13:22,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 15.0]",8197910528,3999121408,51.2,3398860800,447221760,3924897792,550785024,3801042944,489164800
2024-03-28 15:13:22,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 5.0, 10.0]",8197910528,3999039488,51.2,3398942720,446963712,3924897792,550785024,3801219072,489164800
2024-03-28 15:13:23,10.0,2147479552,1048576,2146430976,0.0,"[4.8, 0.0, 20.0, 0.0]",8197910528,3999039488,51.2,3398942720,446963712,3924897792,550785024,3801219072,489164800
2024-03-28 15:13:23,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.5, 5.0]",8197910528,3999215616,51.2,3398766592,446963712,3924897792,550785024,3801395200,489164800
2024-03-28 15:13:23,5.1,2147479552,1048576,2146430976,0.0,"[5.3, 0.0, 0.0, 10.0]",8197910528,3998625792,51.2,3399368704,446189568,3926384640,550785024,3801567232,489164800
2024-03-28 15:13:23,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.5]",8197910528,3998871552,51.2,3399106560,446189568,3926392832,550785024,3801829376,489164800
2024-03-28 15:13:23,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.0]",8197910528,3998871552,51.2,3399106560,446189568,3926405120,550785024,3801829376,489164800
2024-03-28 15:13:24,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 10.0]",8197910528,3998851072,51.2,3399102464,445931520,3926429696,550785024,3802091520,489164800
2024-03-28 15:13:24,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 0.0]",8197910528,3998892032,51.2,3399102464,445931520,3926458368,550785024,3802091520,489164800
2024-03-28 15:13:24,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.5, 0.0]",8197910528,3999133696,51.2,3398840320,445931520,3926462464,550785024,3802353664,489164800
2024-03-28 15:13:24,7.5,2147479552,1048576,2146430976,0.0,"[0.0, 5.0, 15.0, 5.0]",8197910528,3999133696,51.2,3398840320,445931520,3926462464,550785024,3802353664,489164800
2024-03-28 15:13:25,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 0.0]",8197910528,3999133696,51.2,3398840320,445931520,3926462464,550785024,3802353664,489164800
2024-03-28 15:13:25,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 10.5, 5.3]",8197910528,3999387648,51.2,3398569984,445931520,3926462464,550785024,3802624000,489164800
2024-03-28 15:13:25,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 14.3, 0.0]",8197910528,3999387648,51.2,3398565888,445931520,3926462464,550785024,3802628096,489164800
2024-03-28 15:13:25,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 5.3, 5.0]",8197910528,3999690752,51.2,3398299648,445931520,3926552576,550789120,3802890240,489164800
2024-03-28 15:13:25,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 15.0]",8197910528,3999690752,51.2,3398299648,445931520,3926552576,550789120,3802890240,489164800
2024-03-28 15:13:26,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.5]",8197910528,3999678464,51.2,3398295552,445673472,3926618112,550789120,3803152384,489164800
2024-03-28 15:13:26,5.0,2147479552,1048576,2146430976,0.0,"[4.8, 0.0, 0.0, 10.0]",8197910528,3999678464,51.2,3398295552,445673472,3926618112,550789120,3803152384,489164800
2024-03-28 15:13:26,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 15.0, 15.0]",8197910528,3999662080,51.2,3398287360,445415424,3926630400,550789120,3803418624,489164800
2024-03-28 15:13:26,7.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 14.3]",8197910528,3999662080,51.2,3398287360,445415424,3926642688,550789120,3803418624,489164800
2024-03-28 15:13:26,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.5]",8197910528,3999580160,51.2,3398369280,445157376,3926642688,550789120,3803594752,489164800
2024-03-28 15:13:27,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.5]",8197910528,3999580160,51.2,3398369280,445157376,3926642688,550789120,3803594752,489164800
2024-03-28 15:13:27,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 14.3]",8197910528,3999674368,51.2,3398451200,444899328,3926642688,550789120,3803770880,489164800
2024-03-28 15:13:27,5.0,2147479552,1048576,2146430976,0.0,"[5.0, 0.0, 0.0, 10.0]",8197910528,3999674368,51.2,3398451200,444899328,3926642688,550789120,3803770880,489164800
2024-03-28 15:13:27,2.6,2147479552,1048576,2146430976,0.0,"[5.0, 0.0, 0.0, 15.0]",8197910528,3999723520,51.2,3398254592,444641280,3925815296,550789120,3804225536,489164800
2024-03-28 15:13:27,10.3,2147479552,1048576,2146430976,0.0,"[10.0, 0.0, 0.0, 10.5]",8197910528,3999723520,51.2,3398254592,444641280,3925827584,550789120,3804225536,489164800
2024-03-28 15:13:28,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 4.8, 14.3]",8197910528,3999989760,51.2,3397988352,444641280,3925897216,550789120,3804491776,489164800
2024-03-28 15:13:28,2.6,2147479552,1048576,2146430976,0.0,"[4.8, 0.0, 5.0, 10.5]",8197910528,3999989760,51.2,3397988352,444641280,3925913600,550789120,3804491776,489164800
2024-03-28 15:13:28,5.0,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 14.3]",8197910528,4000235520,51.2,3397718016,444641280,3925921792,550789120,3804762112,489164800
2024-03-28 15:13:28,7.3,2147479552,1048576,2146430976,0.0,"[5.3, 5.0, 0.0, 0.0]",8197910528,4000235520,51.2,3397718016,444641280,3925729280,550789120,3804762112,489164800
2024-03-28 15:13:28,2.6,2147479552,1048576,2146430976,0.0,"[14.3, 0.0, 0.0, 0.0]",8197910528,4000227328,51.2,3397709824,444383232,3925729280,550789120,3805028352,489164800
2024-03-28 15:13:29,5.0,2147479552,1048576,2146430976,0.0,"[10.0, 0.0, 0.0, 0.0]",8197910528,4000227328,51.2,3397709824,444383232,3925729280,550789120,3805028352,489164800
2024-03-28 15:13:29,2.6,2147479552,1048576,2146430976,0.0,"[10.5, 0.0, 0.0, 0.0]",8197910528,4000419840,51.2,3397533696,444383232,3922644992,550789120,3805204480,489164800
2024-03-28 15:13:29,2.6,2147479552,1048576,2146430976,0.0,"[15.0, 0.0, 0.0, 14.3]",8197910528,4000493568,51.2,3397443584,444383232,3922644992,550789120,3805294592,489164800
2024-03-28 15:13:29,5.1,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 9.5, 10.0]",8197910528,3999252480,51.2,3398725632,443092992,3922833408,550789120,3805302784,489164800
2024-03-28 15:13:29,5.1,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 15.0]",8197910528,3999502336,51.2,3398459392,443092992,3922755584,550789120,3805569024,489164800
2024-03-28 15:13:30,2.5,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.5]",8197910528,3999502336,51.2,3398459392,443092992,3922784256,550789120,3805569024,489164800
2024-03-28 15:13:30,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 10.0]",8197910528,3999748096,51.2,3398189056,443092992,3922808832,550789120,3805839360,489164800
2024-03-28 15:13:30,2.6,2147479552,1048576,2146430976,0.0,"[0.0, 0.0, 0.0, 15.0]",8197910528,3999748096,51.2,3398189056,443092992,3922821120,550789120,3805839360,489164800
